volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,eruption_category,vei,region,primary_volcano_type,tectonic_settings,elevation,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
273010,Bulusan,16754,950,126607,Lahar or mudflow,Confirmed Eruption,,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16756,1886,126610,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16758,1892,126613,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16759,1894,126615,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16760,1916,126617,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16760,1916,126618,Ash,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16760,1916,126619,Phreatic activity,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16760,1916,126620,Debris avalanches,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126622,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126623,Ash,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126624,Bombs,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126625,Scoria,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126626,Pyroclastic flow,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126627,Lava flow(s),Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16761,1918,126628,Lava dome formation,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16762,1928,126630,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16763,1933,126632,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16768,1988,126633,Lightning,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16769,1994,126635,Ash,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16769,1994,126636,Phreatic activity,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16769,1994,126637,Volcanic tremor,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16769,1994,126638,Lightning,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16770,2006,126640,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16770,2006,126641,Ash,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16770,2006,126642,Pyroclastic flow,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16770,2006,126643,Phreatic activity,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16770,2006,126644,Fatalities,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16770,2006,126645,Earthquakes (undefined),Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126648,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126649,Ash,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126650,Property damage,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126651,Lahar or mudflow,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126652,Loud audible noises,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126653,Volcanic tremor,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126654,Earthquakes (undefined),Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126655,Deformation (inflation),Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126656,Deformation (deflation),Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16771,2006,126657,Lightning,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16772,2010,126659,Explosion,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16772,2010,126660,Ash,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16772,2010,126661,Phreatic activity,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16772,2010,126662,Evacuations,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16772,2010,126663,Loud audible noises,Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273010,Bulusan,16772,2010,126664,Earthquakes (undefined),Confirmed Eruption,2.0,Philippines and SE Asia,Stratovolcano(es),Subduction zone / Continental crust (>25 km),1535.0,Andesite / Basaltic Andesite,Dacite, , , ,2789.0,74286.0,518705.0,3360418.0
273030,Mayon,16781,1872,126667,Ash,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16781,1872,126668,Lava flow(s),Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16782,1873,126670,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16782,1873,126671,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16782,1873,126672,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16783,1876,126674,Explosion,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16783,1876,126675,Ash,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16784,1876,126677,Explosion,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16784,1876,126678,Ash,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126681,Explosion,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126682,Ash,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126683,Lapilli,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126684,Pyroclastic flow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126685,Lava flow(s),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126686,Lahar or mudflow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16785,1881,126687,Loud audible noises,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16786,1885,126689,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16786,1885,126690,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16786,1885,126691,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126693,Explosion,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126694,Ash,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126695,Scoria,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126696,Pyroclastic flow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126697,Lava flow(s),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126698,Property damage,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126699,Fatalities,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16787,1886,126700,Lahar or mudflow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16792,1895,126701,Lahar or mudflow,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16792,1895,126702,Loud audible noises,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16792,1895,126703,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16793,1896,126705,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16793,1896,126706,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16793,1896,126707,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16793,1896,126708,Lahar or mudflow,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126710,Explosion,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126711,Ash,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126712,Lapilli,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126713,Pyroclastic flow,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126714,Lava flow(s),Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126715,Property damage,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126716,Fatalities,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126717,Lahar or mudflow,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126718,Loud audible noises,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126719,Earthquakes (undefined),Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126720,Earthquakes (undefined),Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126721,Lightning,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16794,1897,126722,Fauna kill,Confirmed Eruption,4.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126724,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126725,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126726,Lapilli,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126727,Pyroclastic flow,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126728,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126729,Lahar or mudflow,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126730,Eruption cloud,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126731,Loud audible noises,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126732,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126733,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16795,1900,126734,Lightning,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16802,1947,126735,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16802,1947,126736,Property damage,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16802,1947,126737,Fatalities,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16802,1947,126738,Lahar or mudflow,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16802,1947,126739,Evacuations,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16802,1947,126740,Blocks,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126742,Explosion,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126743,Ash,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126744,Lapilli,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126745,Pyroclastic flow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126746,Lava flow(s),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126747,Property damage,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126748,Fatalities,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126749,Lahar or mudflow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126750,Evacuations,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126751,Lava fountains,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126752,Loud audible noises,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126753,Volcanic tremor,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126754,Volcanic tremor,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126755,Seismicity (volcanic),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126756,Lightning,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16803,1968,126757,Fauna kill,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126760,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126761,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126762,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126763,Evacuations,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126764,Crater formation,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126765,Volcanic tremor,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126766,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16805,1978,126767,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126769,Lava dome formation,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126770,Lahar or mudflow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126771,Evacuations,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126772,Volcanic tremor,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126773,Earthquakes (undefined),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126774,Deformation (inflation),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16808,1999,126775,Lightning,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16809,2000,126777,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16809,2000,126778,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16809,2000,126779,Phreatic activity,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16809,2000,126780,Volcanic tremor,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16809,2000,126781,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126783,Explosion,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126784,Ash,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126785,Scoria,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126786,Pyroclastic flow,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126787,Lava flow(s),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126788,Lava dome formation,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126789,Evacuations,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126790,Lava fountains,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126791,Volcanic tremor,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126792,Earthquakes (undefined),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126793,Earthquakes (undefined),Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16810,2001,126794,Blocks,Confirmed Eruption,3.0,,,,,,,,,,,,,
273030,Mayon,16811,2002,126796,Explosion,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16811,2002,126797,Ash,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16811,2002,126798,Volcanic tremor,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16811,2002,126799,Deformation (inflation),Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16812,2003,126801,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16812,2003,126802,Phreatic activity,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16818,2008,126803,Phreatic activity,Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16818,2008,126804,Earthquakes (undefined),Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16818,2008,126805,Deformation (deflation),Confirmed Eruption,1.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126807,Explosion,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126808,Ash,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126809,Pyroclastic flow,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126810,Lava flow(s),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126811,Evacuations,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126812,Lava fountains,Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126813,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273030,Mayon,16819,2009,126814,Earthquakes (undefined),Confirmed Eruption,2.0,,,,,,,,,,,,,
273041,Iriga,16820,1628,126816,Ash,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126817,Lapilli,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126818,Pyroclastic flow,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126819,Phreatic activity,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126820,Property damage,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126821,Fatalities,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126822,Lahar or mudflow,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126823,Debris avalanches,Discredited Eruption,,,,,,,,,,,,,,
273041,Iriga,16820,1628,126824,Earthquakes (undefined),Discredited Eruption,,,,,,,,,,,,,,
273050,Banahaw,16821,1730,126826,Explosion,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16821,1730,126827,Property damage,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16821,1730,126828,Lahar or mudflow,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16822,1743,126829,Explosion,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16822,1743,126830,Lahar or mudflow,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16823,1843,126831,Explosion,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16823,1843,126832,Lahar or mudflow,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16823,1843,126833,Debris avalanches,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
273050,Banahaw,16824,1909,126834,Explosion,Uncertain Eruption,,Philippines and SE Asia,Complex,Subduction zone / Continental crust (>25 km),2158.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,754.0,93134.0,1698285.0,23837289.0
