volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,eruption_category,vei,region,primary_volcano_type,tectonic_settings,elevation,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
210020,Chaine des Puys,10011,-4040,100001,Explosion,Confirmed Eruption,,Mediterranean and Western Asia,Lava dome(s),Rift zone / Continental crust (>25 km),1464.0,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,323392.0,323392.0,427221.0,1577243.0
210020,Chaine des Puys,10011,-4040,100002,Scoria,Confirmed Eruption,,Mediterranean and Western Asia,Lava dome(s),Rift zone / Continental crust (>25 km),1464.0,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,323392.0,323392.0,427221.0,1577243.0
210020,Chaine des Puys,10011,-4040,100003,Pyroclastic flow,Confirmed Eruption,,Mediterranean and Western Asia,Lava dome(s),Rift zone / Continental crust (>25 km),1464.0,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,323392.0,323392.0,427221.0,1577243.0
210020,Chaine des Puys,10011,-4040,100004,Lava flow(s),Confirmed Eruption,,Mediterranean and Western Asia,Lava dome(s),Rift zone / Continental crust (>25 km),1464.0,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,323392.0,323392.0,427221.0,1577243.0
210020,Chaine des Puys,10011,-4040,100005,Cinder cone formation,Confirmed Eruption,,Mediterranean and Western Asia,Lava dome(s),Rift zone / Continental crust (>25 km),1464.0,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,323392.0,323392.0,427221.0,1577243.0
210020,Chaine des Puys,10011,-4040,100006,Pumice,Confirmed Eruption,,Mediterranean and Western Asia,Lava dome(s),Rift zone / Continental crust (>25 km),1464.0,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,323392.0,323392.0,427221.0,1577243.0
210040,Calatrava Volcanic Field,10012,-3600,100008,Explosion,Confirmed Eruption,,Mediterranean and Western Asia,Pyroclastic cone(s),Intraplate / Continental crust (>25 km),1117.0,Basalt / Picro-Basalt,Foidite,Trachybasalt / Tephrite Basanite, , ,197199.0,197199.0,197199.0,774386.0
210040,Calatrava Volcanic Field,10012,-3600,100009,Pyroclastic flow,Confirmed Eruption,,Mediterranean and Western Asia,Pyroclastic cone(s),Intraplate / Continental crust (>25 km),1117.0,Basalt / Picro-Basalt,Foidite,Trachybasalt / Tephrite Basanite, , ,197199.0,197199.0,197199.0,774386.0
211003,Vulsini,10014,-104,100019,Flames,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),800.0,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Phonolite,Foidite,Phono-tephrite /  Tephri-phonolite,71789.0,71789.0,195475.0,4627250.0
211004,Colli Albani,10015,-600,100021,Phreatic activity,Uncertain Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),949.0,Foidite,Phono-tephrite /  Tephri-phonolite, , , ,897039.0,897039.0,2962194.0,5330273.0
211010,Campi Flegrei,10018,-8480,100025,Explosion,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10018,-8480,100026,Pyroclastic flow,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10018,-8480,100027,Pumice,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10019,-7980,100030,Explosion,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10019,-7980,100031,Ash,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10019,-7980,100032,Lapilli,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10019,-7980,100033,Pyroclastic flow,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10019,-7980,100034,Pumice,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10025,-2580,100036,Explosion,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10025,-2580,100037,Ash,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10025,-2580,100038,Lapilli,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10025,-2580,100039,Pyroclastic flow,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10026,-2500,100041,Explosion,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10026,-2500,100042,Ash,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10026,-2500,100043,Pyroclastic flow,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10026,-2500,100044,Pumice,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10027,-2440,100046,Explosion,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10027,-2440,100047,Ash,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10027,-2440,100048,Lapilli,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10027,-2440,100049,Pyroclastic flow,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10027,-2440,100050,Pumice,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10028,-2330,100052,Explosion,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10028,-2330,100053,Ash,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10028,-2330,100054,Lapilli,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10028,-2330,100055,Pyroclastic flow,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10029,-2220,100057,Explosion,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10029,-2220,100058,Ash,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10029,-2220,100059,Lapilli,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10029,-2220,100060,Pyroclastic flow,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10029,-2220,100061,Pumice,Confirmed Eruption,,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
263300,Semeru,10030,1915,100063,Explosion,Confirmed Eruption,2.0,Indonesia,Stratovolcano,Subduction zone / Continental crust (>25 km),3657.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,2686.0,8375.0,1022197.0,20098931.0
263300,Semeru,10030,1915,100064,Lahar or mudflow,Confirmed Eruption,2.0,Indonesia,Stratovolcano,Subduction zone / Continental crust (>25 km),3657.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,2686.0,8375.0,1022197.0,20098931.0
263300,Semeru,10031,1941,100066,Explosion,Confirmed Eruption,2.0,Indonesia,Stratovolcano,Subduction zone / Continental crust (>25 km),3657.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,2686.0,8375.0,1022197.0,20098931.0
263300,Semeru,10031,1941,100067,Ash,Confirmed Eruption,2.0,Indonesia,Stratovolcano,Subduction zone / Continental crust (>25 km),3657.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,2686.0,8375.0,1022197.0,20098931.0
263300,Semeru,10031,1941,100068,Bombs,Confirmed Eruption,2.0,Indonesia,Stratovolcano,Subduction zone / Continental crust (>25 km),3657.0,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,2686.0,8375.0,1022197.0,20098931.0
211010,Campi Flegrei,10037,-1870,100069,Ash,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10037,-1870,100070,Scoria,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10037,-1870,100071,Pyroclastic flow,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10037,-1870,100072,Lava flow(s),Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10037,-1870,100073,Lava dome formation,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10037,-1870,100074,Pumice,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10037,-1870,100075,Phreatomagmatic eruption,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10038,-1650,100077,Explosion,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10038,-1650,100078,Ash,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10038,-1650,100079,Pyroclastic flow,Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10038,-1650,100080,Lava flow(s),Confirmed Eruption,4.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
213020,Nemrut Dagi,10039,-5745,100081,Explosion,Confirmed Eruption,,Mediterranean and Western Asia,Stratovolcano,Intraplate / Continental crust (>25 km),2948.0,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,608.0,7399.0,230531.0,1618263.0
213020,Nemrut Dagi,10039,-5745,100082,Ash,Confirmed Eruption,,Mediterranean and Western Asia,Stratovolcano,Intraplate / Continental crust (>25 km),2948.0,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,608.0,7399.0,230531.0,1618263.0
211010,Campi Flegrei,10040,1198,100084,Phreatic activity,Confirmed Eruption,1.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10040,1198,100085,Property damage,Confirmed Eruption,1.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10040,1198,100086,Earthquakes (undefined),Confirmed Eruption,1.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10040,1198,100087,Blocks,Confirmed Eruption,1.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100089,Explosion,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100090,Ash,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100091,Scoria,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100092,Pyroclastic flow,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100093,Phreatic activity,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100094,Lava flow(s),Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100095,Lava lake,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100096,Property damage,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100097,Fatalities,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100098,Evacuations,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100099,Lava fountains,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100100,Cinder cone formation,Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100101,Earthquakes (undefined),Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211010,Campi Flegrei,10041,1538,100102,Earthquakes (undefined),Confirmed Eruption,3.0,Mediterranean and Western Asia,Caldera,Subduction zone / Continental crust (>25 km),458.0,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,2234109.0,2234109.0,3006865.0,6019697.0
211020,Vesuvius,10046,-1430,100103,Scoria,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10046,-1430,100104,Pyroclastic flow,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10046,-1430,100105,Pumice,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100107,Explosion,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100108,Ash,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100109,Lapilli,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100110,Scoria,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100111,Property damage,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100112,Lahar or mudflow,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10047,-880,100113,Pumice,Confirmed Eruption,4.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10048,-600,100115,Explosion,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10048,-600,100116,Pumice,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10049,-217,100118,Explosion,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10049,-217,100119,Ash,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
